DestName,subtype,rating,lang,textwithrating1,textwithrating2,textwithrating3,textwithrating4,textwithrating5,webUrl,longitude,latitude,phone,address,website,numberOfReviews
1st Arabia Tradeshows & Conferences,مراكز المؤتمرات,5,ar,,,,,"فاضي ومستاجر غرفه لحالي شهرين واجازه ناقصني امره تسكن معي وندلع بعض  او بنوتي الي يبي يجني يسكن معي ذا سنابي fahadal20002
الواتساب +13322224561",https://ar.tripadvisor.com/Attraction_Review-g293995-d23095801-Reviews-1st_Arabia_Tradeshows_Conferences-Riyadh_Riyadh_Province.html,46.688828,24.686913,+966 9200 20025,"‪Main Olaya Road, Office 7‬ 2nd Floor, الرياض 12221 المملكة العربية السعودية",http://www.1starabia.com/,1
Hisma Desert,صحارى,5,en,,,,,"To reach this plateau you have to leave Tabuk following Route 80 westwards and then take Route 8784 both paved and in excellent condition, Then you have to take the unpaved road that heads north towards Bjeddah (GPS of the initial point of the track: 28.306655, 35.813241). The road up to Bjeddah though unpaved is in good condition. The whole eastern area is a desert with unconnected rocky areas. Following the existing tire tracks or simply moving among the rocks you can drive in the whole area if you have a 4x4 and GPS. This area is, with certain differences, the southward continuation of Jordan's famous Wadi Rum. The bottom of the ground on which the car is moving does not have significant sandy areas (we have not deflated the tires). Moving in these desert areas among the rocks you can take excellent photographs in which the warm colors of the desert and rocks are clearly highlighted against the background of the blue sky. We have not observed wildlife (apart from some rare footprints in the sand), but we have met two shepherds with their flocks of goats and a few one-humped camels. Very interesting.",https://ar.tripadvisor.com/Attraction_Review-g679581-d26095004-Reviews-Hisma_Desert-Tabouk_Tabuk_Province.html,35.67608,28.52585,,تبوك المملكة العربية السعودية,,1
Madain Saleh Tours,جولات لعدة أيام,4,en,"I visited Alula and took the Maidan Saleh tour. On the tour there was a man that harassed me, he kept taking pictures of me and saying very inappropriate jokes all while I was there with my babies husband and mother. I feel very disrespected and shocked. This man felt that it was ok for him to behave the way he did in front of my my and husband. 

When we complained to the tour guide (Ziad) who also claimed to be a manager, he told us to go to hell and that’s our problem. He made us go sit in the bus and end the tour. Security was called which I thought was going to solve the problem but that wasn’t the case. The man that harassed me, Ziad, and the security guy all worked together as a team, they were all protecting each other. When we realized they were a team, my husband confronted the man that harassed me and he said he was only taking snapchat pictures and it’s not a big deal, he even showed the picture like it’s nothing. The picture had my family in it. I asked for the US Embassy to be called, I asked for law enforcement to be present as we felt unsafe but none of those requests were answered. We were frightened and scared. They basically bullied us for complaining about the man that kept harassing me. 

We waited for them to respond for two hours sitting in the heat with our children. When we went back to Ziad and asked what was going on he told us go walk home if you don’t want to wait. So we paid for a tour in which we were harassed, bullied and trapped. We never got an apology and I don’t think it would help this case at this point. 

We came all the way from America (Denver Colorado) to visit this site and now we feel so disgusted, upset and disrespected. We will never come here again and report this as sexual harassment. We will not recommend this experience to anyone we know. How can a big organization like this have such horrible and unprofessional tour guides. We complained to several people, sent emails and heard nothing. We were not taken seriously at all.

WE HAVE ATTACHED PHOTOS OF THE TOUR GUIDES. PLEASE AVOID THEM FOR YOUR OWN SAFETY!!",,,,"Thank you saudiarabiatours.net for organizing my day tours.
Very informative and efficient staff
Thank you",https://ar.tripadvisor.com/Attraction_Review-g1802184-d20287897-Reviews-Madain_Saleh_Tours-AlUla_Al_Madinah_Province.html,,,+966 55 801 8938,"‪Olya St‬, العلا 33511 المملكة العربية السعودية",https://saudiarabiatours.net/alula-tours/,4
Capt.Faisal,سيارات أجرة وحافلات نقل,5,it,,,,,"I was on a boat with Captain Faisal, I must say it was a wonderful experience. Young expert, available, sea lover. It takes you wherever you want, to discover the Saudi seabed and coral reefs of the Red Sea, the most beautiful spots, the liveliest corners. Equipped, professional. Snorkeling, diving, fishing, you can ask him everything. I highly recommend him and I will definitely go back to him. Great experience and great captain

Sono stata in barca con il capitano Faisal, devo dire che è stata una bellissima esperienza. Giovane esperto, disponibile, amante del mare. Ti porta dove vuoi, a scoprire i fondali e le barriere coralline saudite del Mar Rosso, gli spot più belli, gli angoli più vivi. Attrezzato, professionale. Snorkeling, sub, pesca, è possibile chiedergli tutto. Lo consiglio vivamente e sifuro tornerrò con lui. Grande esperienza e grande capitano
Cercatelo su you tube, instagram, facebook
00 (+) 966.54.991.3661",https://ar.tripadvisor.com/Attraction_Review-g298554-d25366586-Reviews-Capt_Faisal-Yanbu_Al_Madinah_Province.html,,,+966 54 991 3661,"‪King khalid road‬ Alahlam marina, ينبع 51000 المملكة العربية السعودية",https://www.tiktok.com/@b7rojlb?_t=8aTuYT6MSX3&_r=1,1
Carmel Tours,جولات مشاهدة المعالم,5,en,,,,,"My hosts had arranged the Jeddah Old City guided tour for me with Carmel. The walking tour lasted two hours under the expert guidance of the very competent Hoda. Not only did she know the history of the old town very well, she also seemed to know everyone in the neighborhood. We were also joined by an apprentice tour guide Mohammed who is again knowledgeable. The tour included a stop in a renovated house for Saudi Arabian coffee. The tour was followed by dinner at the Al Nakheel restaurant which was some distance away. It turns out that there was a miscommunication with our driver and he wasn't waiting to transport us. Muhammad and Hoda coordinated with him to return to pick us up, and took us to a tea shop while we waited.

The dinner was preordered by the tour manager Hamza and it was excellent.

Overall it was a very enjoyable afternoon and evening.",https://ar.tripadvisor.com/Attraction_Review-g295419-d23621234-Reviews-Carmel_Tours-Jeddah_Makkah_Province.html,39.14169,21.643562,+966 54 886 9197,"‪Abi Haitham AlAnsari, Al Mohammadiyyah‬, جدة المملكة العربية السعودية",http://carmeltours.org,1
Keva Lounge,بارات كاريوكي,5,fr,,,,,"Bel endroit pour passer une soirée. Belle décoration. Personnel affable et bien formé, Présence du patron discrète et efficace.  Carte du restaurant inhabituelle par sa qualité, son originalité et la diversité des propositions. Un peu cher mais l'ensemble le mérite

",https://ar.tripadvisor.com/Attraction_Review-g6372036-d23684900-Reviews-Keva_Lounge-Baljurashi_Baha_Province.html,41.573452,19.86013,+966 58 291 1536,"‪Baljurshi Palace‬, محافظة بلجرشي المملكة العربية السعودية",,1
Mashghal Roshan Mens Tailor,سيارات أجرة وحافلات نقل,5,en,,,,,"Located in Tareek Al Hijra 15 Minutes Driveway from Masjid Nabwi Al Madinah Al Munwarra, Saudi Arabia, Here you get to Choose The Fabrics for Thobe, From Medium to High Quality Japanese Fabrics, the Style , the Fit, Customized the way you like it, Price Range from 170 Saudi Riyal to 350 Saudi Riyal, we Got Delivery in Just two Days, If you are going on a Umrah or haj, This is the Perfect tailor for Best Class Quality Thobe for Men and Children.",https://ar.tripadvisor.com/Attraction_Review-g298551-d26767304-Reviews-Mashghal_Roshan_Mens_Tailor-Medina_Al_Madinah_Province.html,,,+966 54 231 3849,"‪Bashar Bin Adi‬ Al Qaswa, المدينة المنورة 42391 المملكة العربية السعودية",https://menstailormedina.com/,1
ECS Provider,سيارات أجرة وحافلات نقل,5,en,,,,,Besh chauffeur service in riyadh and Dubai the chauffeur was very nice. I used 5 full days S Class. They are very professional,https://ar.tripadvisor.com/Attraction_Review-g293995-d26821883-Reviews-ECS_Provider-Riyadh_Riyadh_Province.html,,,+966 53 762 8054,"‪Al Amirah Sarah Bint Ahmed As Sadiri, Ad Dhubbat 12623‬, الرياض 12623 المملكة العربية السعودية",http://www.ecsprovider.com,1
Namaq Men's Tailoring,متاجر الهدايا والسلع المتخصصة,5,en,,,,,"Best Gents Tailor Shop, Premium Quality Fabrics and wonderful Designs, Reasonable Price, Just 5 Kms from Masjid Nabawi, Highly Recommend for Thobe, and Kandura",https://ar.tripadvisor.com/Attraction_Review-g298551-d25295413-Reviews-Namaq_Men_s_Tailoring-Medina_Al_Madinah_Province.html,39.61005,24.426104,+966 55 395 8942,"أسماء بنت عمرو بالقرب من ممشى ، حزرا, المدينة المنورة 42383 المملكة العربية السعودية",https://www.namagkhayat.com/,1
Shaqra Heritage Museum,متاحف التاريخ,5,en,,,,,It is located in the Halwa Heritage Market and contains many different heritage pieces and is considered one of the distinguished museums registered within the museums of the Riyadh region. Entry is free.,https://ar.tripadvisor.com/Attraction_Review-g3238662-d25097275-Reviews-Shaqra_Heritage_Museum-Shaqra_Riyadh_Province.html,45.25278,25.24196,,"‪7744+gqf, Shaqra 15518‬, شقرا 15518 المملكة العربية السعودية",,1
Lake Park,متنزهات,5,ar,,,,,"حديقة ومنتزه جميل جداً تصميم فريد. بحيرة كبيرة وشلالات وجداول مياه. جلسات ومسطحات خضراء. مقاهي وعربات طعام. يتميز المنتزه بوجود بط و وز بأعداد كثيرة حول البحيرة. يوجد عربات لتقديم المشروبات والاكلات الشعبية حول الحديقة. كما يوجد مقهى جميل ذو جلسات هادية ومطل على البحيرة انصح بزيارة المنتزه",https://ar.tripadvisor.com/Attraction_Review-g15527279-d25105452-Reviews-Lake_Park-Al_Mithnab_Al_Qasim_Province.html,44.205994,25.878992,,"2868 طريق الملك عبد العزيز. 2868 طريق الملك عبدالعزيز، حي الروضة، 6367، المذنب 56643, المذنب 56643 المملكة العربية السعودية",,1
Al-Ahsa Archaeological and Heritage Museum,متاحف التاريخ,5,en,,,,,"One of the Best Museum in Hofuf along with nice restaurant the entry Fees 10SR there of lot saudi traditional antiquities to show the culture of Saudi Arabia. At least need one hour to check all the those collection and thanks a lot for the person who allow us to get the pictures and videos. 

Many thanks,",https://ar.tripadvisor.com/Attraction_Review-g3238664-d19885254-Reviews-Al_Ahsa_Archaeological_and_Heritage_Museum-Al_Hofuf_Al_Ahsa_Eastern_Province.html,,,+966 54 426 3663,"‪9892 Agricutural Land‬, الهفوف, الأحساء 36371 المملكة العربية السعودية",,1
Almadinah Neighborhood In Shaqra,"مناطق للسير في أجواء تاريخية",5,en,,,,,"One of the oldest neighborhoods of Shaqra. It had many old houses and the old
exchequerhouse. several businessmen and leading society figures used to live in this neighborhood.",https://ar.tripadvisor.com/Attraction_Review-g3238662-d25097309-Reviews-Almadinah_Neighborhood_In_Shaqra-Shaqra_Riyadh_Province.html,45.254986,25.256413,,"‪7743+hx9 Shaqra‬, شقرا 15518 المملكة العربية السعودية",,1
Hlewa Heritage Market,مواقع تاريخية,5,en,,,,,"It is one of the large commercial markets in Shaqra that was built in 1929
and contains about 70 shops in which all necessary foodstuffs, clothes, livestock
,and others are sold. It was restored and inaugurated in 2011 .",https://ar.tripadvisor.com/Attraction_Review-g3238662-d25086562-Reviews-Hlewa_Heritage_Market-Shaqra_Riyadh_Province.html,45.257404,25.256145,,"‪Close to Talha Gate‬, شقرا 15518 المملكة العربية السعودية",,1
Park Avenue Mall,مراكز تسوق,3.5,es,,,"Me resultó una ciudad que genera un choque cultural muy grande para quienes nos criamos en el marco de culturas más occidentalizadas. He recorrido varios países, algunos de ellos de cultura musulmana y siempre fueron receptivos y abiertos para el turismo internacional. 
No tuve esa misma sensación en esta ciudad. 
Viajé por trabajo, pero me acompañó mi familia y en los pocos ratos libres que tuve no pude disfrutar de mi tiempo con mi hijo con libertad, porque por ejemplo no se me permitió usar la piscina junto a él y a mi marido, sino que me invitaron a retirarme a usar la piscina exclusiva para mujeres.
Por otra parte, la comida árabe me resulta muy rica y saborsa, así que disfruté bastante de sus manjares. También son muy serviciales, así que a todos los eventos laborales que asistí fui recibida con café y dátiles. Así que desde lo laboral/profesional la experiencia fue más grata.","It’s accessible to everybody 
Car parking has basement also
With cinema (Muvi) and bowling
Have 3 floors, soon to open some boutique/stores
Quite big and cold
Too many cafes outside..",,https://ar.tripadvisor.com/Attraction_Review-g293995-d24072768-Reviews-Park_Avenue_Mall-Riyadh_Riyadh_Province.html,46.727524,24.82873,+966 53 166 1699,"‪Said Ibn Zayd Rd‬, الرياض المملكة العربية السعودية",http://www.vedaholding.sa,3
Vox Cinema - Riyadh Park,دور سينما,3.5,ar,"اسائة لديانة الاسلام تستهزاون بالانبياء عليهم الصلاة والسلام ولا يجب اظهار الله سبحانه وتعالى على شخصيات لاننا نحن الناس لا نعرف كيف شكله ولا نحلم به فقط في يوم القيامة ترى الله سبحانه وتعالى اذا كنت من المسلمين الصالحين ونطالب بحذف جميع مقاطع المسيئة للاسلام وانتم لا تستحقون الشهرة وتستهدفوا اطفالنا لاشياء مقرفة ومسيئة وتدعون العقول الصالحة اقفوا جميع العروض التي تستهزء بالانبياء وبالاسلام وبجميع الديانات اوقفوها جميعها وتستهزؤون بالقران الكريم كتاب الله سبحانه",,,,والله اني صرت احب فوكس سينما من الموظف عبدالله الغنام انسان متعاون إيجابي يخليك تنبسط بالفلم قبل ما تدخل صالة العرض الله يسعده ويعلي مراتبه برافوا عليك استمر في حب العمل وإتقانه,https://ar.tripadvisor.com/Attraction_Review-g293995-d14153099-Reviews-Vox_Cinema_Riyadh_Park-Riyadh_Riyadh_Province.html,46.62955,24.758074,,"‪2886 Northern Ring Branch Road‬ Riyadh Park Mall, Al Aqiq, الرياض 13511 المملكة العربية السعودية",https://ksa.voxcinemas.com/cinemas/riyadh-park-riyadh,31
The Kiswa Factory Of The Holy Ka'aba,متاحف متخصصة,5,en,,,,,"The ksiwa Factory of Holy Kaaba is located about 11 km away from haram. The holy Ghilaf-e-kaabba stitched here round the year. You need to get permit before entering the premises. You have to apply for permit through their website for group of 20 people. 
Being muslim, This will be your most spiritual journey where you will see documentary for  different stages/testing during preparation of ghilaf. There is visistor gallery where you can come across different items (thread, colour, cloth, needles etc) used during preparation. The best part is, if you are lucky you can have a chance to make one stitch. 
It is located next to exihibition of two holy moaques on madina munawwrra road and can be reached by Taxi (100 riyal). 
Highly recommended to visit. Memories will go down till life. ",https://ar.tripadvisor.com/Attraction_Review-g293993-d26222669-Reviews-The_Kiswa_Factory_Of_The_Holy_Ka_aba-Mecca_Makkah_Province.html,39.756927,21.43471,+966 12 560 1168,"‪8308 Old Makkah Jeddah Rd‬, مكة المكرمة 24321 المملكة العربية السعودية",,1
Oroug Bani M'aradh Wildlife Sanctuary,طبيعة ومناطق الحياة البرية,5,en,,,,,"#IdParvez #SaudiArabia #Asia #World #OrougBani #M'aradh #Wildlife #Sanctuary #TheBest #InSaudiArabia #Naturally 

",https://ar.tripadvisor.com/Attraction_Review-g12700897-d24185509-Reviews-Oroug_Bani_M_aradh_Wildlife_Sanctuary-Sharurah_Nejran_Province.html,45.903965,19.336939,+966 11 441 8700,شرورة المملكة العربية السعودية,https://whc.unesco.org/en/tentativelists/6369/,1
Mem Boutiquee,متاجر الهدايا والسلع المتخصصة,5,ar,,,,,"تجربة جميلة جداً وتعامل راقي 
تنسيقهم للهديا والورود مميز جداً 

تعاملي معهم من زمان وراح يكون دايم بسبب الثقة بشغلهم 
الله يوفقهم 💗",https://ar.tripadvisor.com/Attraction_Review-g298553-d24181437-Reviews-Mem_Boutiquee-Taif_Makkah_Province.html,40.445335,21.284317,+966 53 016 6641,"‪2176 King Khalid Road‬, الطائف المملكة العربية السعودية",http://memksa1.com,1
مشغل روشن خياط رجالي,جولات في الطرق الوعرة ومركبات التضاريس الوعرة وسيارات الدفع الرباعي,5,en,,,,,"Best Quality Arabic Thobes lots of Varieties of Fabrics Saudi Thobe Kuwaiti Thobe Emirati Thobe, Qatari Thobe",https://ar.tripadvisor.com/Attraction_Review-g298551-d24528431-Reviews-Medina_Al_Madinah_Province.html,,,+966 54 231 3849,"‪شارع بشار بن عدي, بشار بن عدي الطائي‬ , طريق الهجرة بعد صيدلية النحاس ,خلف المرواني للعطارة القصواء. AL QASWA مخطط الامير نايف, الطاى, المدينة المنورة 42391 المملكة العربية السعودية",http://www.menstailormedina.com,1
Al-Jouf Museum of Archaeology and Folklore,متاحف التاريخ,4,en,,,,"I passed by this museum during my trip to Dumat Al Jandal and I was very excited to see, but unfortunately it was closed, the museum building exterior is very nice, I hope it will open for the public soon.",,https://ar.tripadvisor.com/Attraction_Review-g14951511-d14951534-Reviews-Al_Jouf_Museum_of_Archaeology_and_Folklore-Dumah_Al_Jandal_Jouf_Province.html,,,+966 14 622 2151,دومة الجندل 74665 المملكة العربية السعودية,http://www.avestagroup.eu/ru/project/al-jouf-regional-museum,2
The Old Shaqra Mosque,مواقع تاريخية,5,en,,,,,"The first mosques of Shaqra were established in the old days and perhaps in the first century AH (622 – 719 CE), where Najd entered Islam in the ninth year of the Hijra. It went through various stages of construction and expansion, the last of which was in the year 1929, then it was demolished in 1964 and built with reinforced concrete, then demolished in 2003, then it was restored and rehabilitated in accordance with its old pattern in 2015 with the initiative and support of the Al-Husaynfamily and the supervision of the Heritage and Crafts Committee.",https://ar.tripadvisor.com/Attraction_Review-g3238662-d25084784-Reviews-The_Old_Shaqra_Mosque-Shaqra_Riyadh_Province.html,39.257656,21.529896,,"‪7744+h56, Al Nakheel, Shaqra 15518‬, شقرا 15518 المملكة العربية السعودية",,1
The Outer Wall Of Shaqra,مواقع تاريخية,5,en,,,,,"The outer walls of Shaqra city, one of the most prominent landmarks of the
old city, surrounded it by all sides, its circumference reaches nearly 5 km and
it contains more than 45 military compartments, some of which were
destroyed and parts of it remained, and some were restored in 1430 AH at the
expense of M. Abdul Rahman bin Abdullah Al Bawardi, under the supervision
of the Heritage and Crafts Committee.",https://ar.tripadvisor.com/Attraction_Review-g3238662-d25072505-Reviews-The_Outer_Wall_Of_Shaqra-Shaqra_Riyadh_Province.html,45.25278,25.24196,,"‪Ahmed Bin Tolon Street, Shaqra Old Town‬, شقرا 15518 المملكة العربية السعودية",,1
Delta Adventures,جولات ثقافية,5,en,,,,,"سياحة صحراوية مغامرات تحدي
	
Varied adventures
If you are planning for an adventure to explore the desert, an interesting experience is waiting, we will take you to places not reached by others!",https://ar.tripadvisor.com/Attraction_Review-g293995-d19773272-Reviews-Delta_Adventures-Riyadh_Riyadh_Province.html,46.640106,24.808496,+966 50 947 3344,"7626 الامير ناصر بن سعود فرحان آل سعود حي الصحافة , وحدة رقم 5 المملكة العربية السعودية , الرياض, الرياض 00966 المملكة العربية السعودية",http://deltadventures.com,1
Saudi Arabia Tours,جولات لعدة أيام,5,ar,,,,,الرياض هي عاصمة المملكة العربية السعودية جمالها وروعتها تسكن في قلوب السعوديين ويعتبر برج المملكة هو احد معالم الجذب في العاصمة الرياض ويملك البرج شركة المملكة القابضة وطبعاً يوجد بالبرج مول تجاري وكذلك مطل الدخول له بمقابل مالي تذكره ,https://ar.tripadvisor.com/Attraction_Review-g298545-d20194381-Reviews-Saudi_Arabia_Tours-Al_Khobar_Eastern_Province.html,49.66568,25.92537,+966 55 801 8938,"‪Olya St‬, الخبر 33511 المملكة العربية السعودية",https://saudiarabiatours.net/,1
Souvenirs,متاجر الهدايا والسلع المتخصصة,5,en,,,,,Found more than what u expected in their website and looking forward to visit their shop once reaching southern region.,https://ar.tripadvisor.com/Attraction_Review-g298542-d19882024-Reviews-Souvenirs-Abha_Asir_Province.html,,,+966 17 235 0670,أبها 61961 المملكة العربية السعودية,http://www.souvenirs.sa,1
AlUla,جولات لعدة أيام,5,en,,,,,"When we planned to visit Al Ula we decided to stay here for three nights, but it would have been better to stay a little longer. We arrived here by car, which is essential for a complete and independent visit. The main reason tourists come here is Hegra, which alone is worth a visit than Al Ula. We booked the visits to Dadan & Jabal Ikmah and the Old Town online. For the first one, as well as for Hegra, we parked in Winter park while for the second one we used the Old Town North Parking although we can also confirm that Old Town South Parking is closer to the starting point of the tour. The walking tour of the oasis (oasis trail) can be started from several points even if we have considered the best solution to use the car parking located on the other side of the road at the south end of the Old Town.  Among the things to do at sunset without a doubt Elephant Rock and the Harrat viewpoint are unmissable. Al Ula offers many other opportunities for visits and recreation and among them Rainbow Rock and Maraya cannot fail to be mentioned for its uniqueness. Finally, although now temporarily closed, work has begun to expand and repopulate the Sharaan Nature Reserve where in addition to the present animals (red-necked ostriches, regal Nubian ibex, gazelles and Cape hare) the leopard will be reintroduced. We cannot fail to report the kindness and courtesy of those who live here (who have always supported us with information and suggestions), the ease of movement with car and parking and the absolute safety of this town whose only negative aspect (at least one there must be) are the speed cameras. Unmissable and the most interesting place for anyone visiting Saudi Arabia.",https://ar.tripadvisor.com/Attraction_Review-g1802184-d25323320-Reviews-AlUla-AlUla_Al_Madinah_Province.html,,,+966 56 644 5538,"‪Al Takhassusi street‬, العلا 12333 المملكة العربية السعودية",https://www.masaratclub.com/en/,1
Al-Qishla Palace,قلاع,4,ja,,,"Hailの旧市街の中心部にあり、高さ8.5mで長さ140m四方の壁に囲まれており、周囲の4つの角と東西南北の壁の中央に、計8つの高さ12mの監視塔を備えた2階建てです。1930年代に兵舎として建てられたそうです。ビン・ムサアド公国の終わりまで、刑務所として使用され、その後政府によって歴史的建造物として再利用されたそうです。中庭に面した建物は全142室。 中央には礼拝所と地下室が覆われたモスクがあるようです。
""Hail Season”などのイベントの時に公開されるようで、訪問時は閉まっていたので外観だけ見学しました。周囲に店がたくさんあり、買い物が楽しめます。",,"awesome it is the best. so awesome you cant imagine. first, I thought its bad then when I went there it's so awesome.",https://ar.tripadvisor.com/Attraction_Review-g1641845-d20871544-Reviews-Al_Qishla_Palace-Ha_il_Ha_il_Province.html,41.694344,27.519012,,"‪Al Mahattah‬, حائل المملكة العربية السعودية",,2
Al-husseini Mosque,مواقع تاريخية,5,en,,,,,"It was founded in the 12th century AH (  1101–1200 ) and rebuilt in 1307 AH, and it was
restored and re-prayed there in 2009 .",https://ar.tripadvisor.com/Attraction_Review-g3238662-d25084807-Reviews-Al_husseini_Mosque-Shaqra_Riyadh_Province.html,45.25278,25.24196,,"‪7734+h6q, Al Nakhil, Shaqra 15518‬, شقرا 15518 المملكة العربية السعودية",,1
Fun Island,مراكز ترفيه وألعاب,5,en,,,,,Had a lot of fun with the kids at the indoors theme park they have great games and great prices would recommend it for anyone traveling to go to Fun Island,https://ar.tripadvisor.com/Attraction_Review-g295419-d23520481-Reviews-Fun_Island-Jeddah_Makkah_Province.html,39.172478,21.589687,+966 54 967 2215,"‪7202 Alhazil Alshajei‎‬, جدة 23443 المملكة العربية السعودية",https://funislandksa.business.site/?utm_source=gmb&utm_medium=referral,1
رتل للدراجات النارية | RITL motorcycles,جولات لعدة أيام,5,en,,,,,"من افضل المراكز في منطقة الرياض وتعامل الادارة تعامل رائع
مركز متكامل واسعار ففي المتناول

One of the best centers in the Riyadh region, and the administration's treatment is wonderful
An integrated center and affordable prices",https://ar.tripadvisor.com/Attraction_Review-g293995-d24958566-Reviews-RITL_motorcycles-Riyadh_Riyadh_Province.html,,,+966 50 450 3641,"‪9095 Ismail ibn Muslim‬ 9095 Ismail ibn Muslim, Al-Sulai, Riyadh 14267, الرياض 14267 المملكة العربية السعودية",,1
Talla Mall,متاجر الهدايا والسلع المتخصصة,3.5,ar,,,"سوق فيه بعض المحلات الكبيره
زارا وغيره
بس ساحه المطاعم اغلبها مقفل مدري وش السالفه
جاري البحث عن محل نتقهوى فيه",تالا مول من المولات المميزة بالرياض يحتوي على الكثير من المتاجر والمطاعم الشهيرة كما أن له مواقف كثيرة جدا ويحتوي أيضا على فرع كارفور,,https://ar.tripadvisor.com/Attraction_Review-g293995-d7784676-Reviews-Talla_Mall-Riyadh_Riyadh_Province.html,46.65807,24.76575,+966 11 293 4141,"‪Northern Ring Branch Road‬, الرياض المملكة العربية السعودية",http://arabiancentres.com/malls-corporate.php?m=27,9
New  House  For Chocolate,متاجر الهدايا والسلع المتخصصة,5,en,,,,,This shop is very old In this area and it has best Belgian chocolate mashofah and Wraping chocolate I really consider every one to visit this chocolate shop,https://ar.tripadvisor.com/Attraction_Review-g298550-d24061598-Reviews-New_House_For_Chocolate-Khamis_Mushait_Asir_Province.html,42.767673,18.245104,+966 17 221 0106,"‪King Khalid Branch Rd.‬, خميس مشيط 62465 المملكة العربية السعودية",,1
Dyno Rock Climbing,مراكز ترفيه وألعاب,5,en,,,,,The best climbing gym in the KSA really good atmosphere. A proper climbing gym by the climbers for the climbers. The staff is very welcoming and the community of climbers is incredible,https://ar.tripadvisor.com/Attraction_Review-g298547-d23628466-Reviews-Dyno_Rock_Climbing-Dammam_Eastern_Province.html,50.147285,26.384838,+966 53 938 8809,"‪King Abdulaziz Rd‬, الدمام 34241 المملكة العربية السعودية",http://www.dynoksa.com,1
Fins & Flash,غوص بالمعدات وغوص حر,5,en,,,,,"Best dive center in town, they are very professional and have excellent services

Highly recommended to any one wants to dive ",https://ar.tripadvisor.com/Attraction_Review-g295419-d23486462-Reviews-Fins_Flash-Jeddah_Makkah_Province.html,39.072437,21.735062,+966 56 642 6464,"‪Prince Abdullah Alfaisal Street‬, جدة 23811 المملكة العربية السعودية",http://finsandflash.com,6
